sentence_hash	sentence_level_stance
80b8f93c8c704faf1a7d474394bb4d04	pro
9283167a2f27458d5bbce70830d84945	pro
fb41223784ae137e2cab1828057b0497	pro
6807cb8d1ccac14394c43d119570b45e	pro
8a4d720459689467c976117843471f60	pro
1e9103e64b582b43b414f78fc3e99ae5	pro
0c212261fc7b529ef3fd059863bde7db	pro
baf8b1b723d3003ee36c7d25ae1cc199	pro
f843afea597f01106483189da4145074	pro
2fc833a267a8f72d81961c208e4bb434	pro
aa61b4c781fbb0a955dd588a890e2eec	pro
8db5a9cf37a6b76285dabd24953cf98b	pro
de07cd615609109e7819b234543b4e19	pro
b2ac89808a89532bb075cc268d0cdcfe	con
187ca15e9cfea8e61ec8700c4fa6a38a	pro
01a05699908c50a70b40ad3ea00da0a6	pro
b3a5e8e76e8dce31137e70533e77af32	pro
edced0351c281f30f9845d2dc025bf63	pro
cd6059daa8faeb01e0ac3c1f2d25f3d2	pro
328cbf9102eb749e9e3b7addbcb90985	pro
a22cca70ad1c6db1fd25b375ef91a9f0	pro
11c1edaf9f50562ca862219b99f78942	pro
c32691b4d3aefc17c21cfaac23854f17	pro
541a0263e54c9a627c1d36fd4fd9a23b	pro
c7c27aa554278527e91bb24516766274	pro
2f494f0abc2572b087d5d822524eb6ae	pro
24d985463d53ab9c3abb5387e0e72b29	pro
a222dc565bd552a2818bc61200ccf531	pro
1b79c29f9963fe6c7b8fbd4533eff010	pro
f2c6376d1abe40ea09c5d705f5c457a6	pro
aa7122de99ea09222b3968795c011ec6	pro
01e8fb43092da9dd5beb6d5e150ab42f	pro
236cf7c9c90755f24b27e36353ca7f3a	pro
cda8730938ab1f65964f59295fcd3ed9	pro
959fd928ab0cf9017ca2c8375b654a0f	pro
8d7bcb76a975ff78484593c7d0a9dd3f	pro
ec199e2be1cbd34d356e136645251875	pro
ac2bcf6cb6c4f59167ebed22751ae4a8	pro
bc92b7f62c07be49a8201ae3c7fff79f	pro
bb0ba835de6a77ce18a9f098d3b97ea4	pro
edae0ea29021cdb3cc92480f11b6b9f8	pro
0a19f8557c020c4ac8b51a5abff97c4e	pro
c40d1ba5e71e4346d101819a5f901b9f	pro
7df63a3e40eab5e9d458eea69b1ab50e	pro
34a0e5f72c92a26648d5beb0adef578e	pro
d00fee8cdb9dd41ef1c2fff85215defb	pro
2e26afad394ed0cfa3f3ec5ae51ec0c4	pro
f35404f61ad63473bfa68d8ef287503e	pro
b15e0a8fe1e9ffba6ae65860f3cb4258	pro
ee59700a45082f462188fbccfd41d0e1	pro
02bcc676f5012e6538fad052d4d37892	pro
18dfe944a3309bd70b57a49febdeca1d	pro
b0855b5e5c34e2b3167fd9c6dfc0bf58	pro
879620806ebf72a7c16e3dc0043ea00b	pro
cfaca3570e69f0cdfd97e3adb3ad6f81	pro
84b891aeb7d79bd9bdc4ca3fa65f19c2	pro
ff2be662ebe1c344b082780042ef8948	pro
ffc91e713a27fce87b5a8d52f6e128bc	pro
f3f5452a155df59d590e1d5af4a43af7	pro
3316d354c1825f4e988b2702b279eca5	non
9b8c856045dd9a5cdeb02a3b5df4f17d	non
8dfcffb1c0ab55a448a8da826d3f49cf	non
4105ae69cef6115cf40affb0d6d1e392	non
b12c64c80ff216aa80790978905605b2	non
4986f5a89e56217ba235555157517374	non
b363cd7f05fc9e8d0537dd89419059b2	non
74a3ed032365b53bf52d88a7eb056c3b	non
57baf744444017d1b0d6a2d896411b35	non
ec3bbf19ddc3ae7e5e2e0da6d4734b3e	non
b2d38512562e0e73aa5ab6b800da75ed	non
f660995e2f07c88259d3de5caedc0d6a	non
5c90fbb73631117d3e8c1f1e322ff618	non
345d579ad0d7f33e6cc55d18f6dc405c	non
9888f44f9d53594eba8c523fc8b1d58e	non
e1bb2799a49940f31ff999ddc835de01	non
73289d8b9592b942b0bdf2974b427ab9	non
8b71f9c29b76368e9bdd46f375c1aaec	non
cef5d90237e7ddeaf4aac626396836f0	non
ecc531f3393a95d1877ef7ca1838d903	non
233a56c61c0bccc2942227df4d67c0ea	non
5b96cb4494e1a6643cecbac33d50921a	non
074fa8df121a4c23062989bbeb8248ab	non
3558aeec82f57cb547e972b2f10dd0e0	non
be3784832f757d3ab9d5e68733f276c8	non
90db12c5fc66b81154c0f978d5bfdbf6	non
55c087f1d722de78389803bc761f52a3	non
fc17633e00d3f0c0990a8a056543836f	non
525f6501706a0831eeed3c28ee1809d7	non
ee379de7e82121af85b4f935fdac7dae	non
6661a9df42aaba365b167861e06e77f9	non
490026f67073492b99a97f5f7a1311e5	non
dd8d87211576a0c3d795e355455e6360	non
deccf281b8dddac660e53928c3ee8956	non
9dc3ba45543b7fe6f2de29bf7fec8e02	non
10bccc1d8c44fb4de96a1580ba11e83a	non
b47aa1c68b5f550b8b371db62aa26fe1	non
ee326caf57fc1cb037bf4de41095b0f4	non
3ddcece84915e3483ccb862e55cd40e8	non
702e1f9d2682436166aa296e40c41ab1	non
ee105ecd3303e531d14e8ceb6df92795	non
7df86cbb5bf125ffeee9484ab026767a	non
e2f30862197d4d0cd04e3fc709d1bc34	non
beb4c9074c9704ec8ebdf7ceb9df5ba3	non
06818031301de393a552c1882bf5ccb7	non
1e6f40ebc0ceca05a5933a890b3b7342	non
a8d9b637a134153c250e65fb81072e33	non
f373b85ab08189a1c49269fd8303fae6	non
467ab42ee3488b2b980f04772c119e23	non
16b13a1b5a0d8fe047b8db80b8d5fa39	non
ce781619e356614dc80addb97cd5d017	non
e2f6da30517b493bf39fb8cbd85f315a	non
42e8bee8b931edb4cd14945d244065e4	non
45aa259dce29004d2fb0a3ac7867dbc2	non
6d6f560288ddd490cde00e05ffc465cd	non
52dcdf0b93b1dc94e68c89a0a09056ee	non
b64a74afe0a6e071f297a086a90afb76	non
1f3cd497676f3bcafa4f6d1c11e70c1a	non
aae625da7ddee144eb1964226cbc9d7c	non
96bb81442e23d89ff572f1020dd25cd4	non
bbd34fa39b73d7bf0253afda884c8db5	non
4556c584e58d03137e6ee64489c99761	non
66ba2b26450d15d005ac630c3f551fb5	non
daef1cdce699e930f9fc73d641a4560b	non
154c79c7e13ada1330bf433c51a1dfa9	non
eea78ca06db527fd2e74053b7608c2d8	non
02145066b595d7582d4c6e7c9418bb3d	non
9cb82696da46313884c2e7d1c9bdce64	non
e686aea744a58da67fbb795c1fdb9ddf	non
640c57deb0dd57f3617719d75f8d1a5d	non
6acae0f78a1c9f7b5a8631b5f7012c2d	non
1b889f3145e6eaad41fad48e11c20c52	non
0e2df24a852be18af4053b62cc7d19a4	non
63780aaa61357c2e907126b06b443a47	non
fac49efabc331746502ee560fb7556c1	non
0c8df6114578fb2d3f1f0057e3e91eba	non
6794f7adeb43113d969c20e77b932ccb	non
0bd8300040d6c96d740c63c7968156e7	non
8b86b6207410d167176b4f7393d40b22	non
68df101375fe52dc61af34dcf316dadd	non
79c9c8987735113d88b4baa4fb674bbb	non
3827d2745f57deb27cde3222247f4af0	non
85f63889bd9136838bf1a993016de8a8	non
9ee0467983e05845917e865e7fccaa6e	non
d1360fbcaf48bf7e04e855f1a3969438	non
a8eb2e6cefe0da1efc662901e1a2d59a	non
7ebb42f944af27b8c9504339c23ab4bb	non
fbc694e06f0ccc90948dcd29d7a93dd3	non
67e5fab2de8a711f94f474f33b3900b7	non
c3d503dc67cd70f43211767cb5592349	non
74f2d21dc35120ddc8de7697340bbdb3	non
3d13927868bc0a2bf2c038aa4368fc26	non
a9f69e0c4151b1f212504dbcd2baebb9	non
a2793ed95986bbaec408ddaa900bcd22	non
1df24ca264bc7712acaa1e0e483e3690	non
5b413506e91aa27049eaa91de0448c50	non
5dde0bd64cd0d595880eac8a3dbdc4f4	non
8cca9adc54c29e41f28887f862bc4afd	non
0848b6266b96256363737f7135643450	non
d0c643ed9021857c17ebf87e72ff1c78	non
32c04b703156ca71d4b393f48fa2d086	non
965525576714e9a7f011fda74230bcd8	non
54dbe7cff7eb6525b1a8a6cf4b915a13	non
4d8379001b74ca1b81a477e7cf85f17f	non
571a9f7eb06ab97d922ba7d482b4fe38	non
ba36afdefebdef2a8ba90e1572b49a28	non
6382027bb9e0212fd735a70ecc52b3d3	non
82c92458c32dd01b0b7487b6c8485065	non
add49e4fe1b1dd9fa33e64ab47086f23	non
b49e58f8cdb3642d91049aee5ee9fe3c	non
8be77747bea394a08a0b5ef27984a271	non
58055c52cc37ddcdd715e122cc296976	non
636556d703c86762b5c65533483e0fc7	non
51119b958fd3a45349dbbde35d7ecb97	non
dc9cc033770611bb825ce913b7ff5da1	non
bca95e1b5f6ea231dd2f9e3a79b550b1	non
4c76131dbcb22a9d7380821e0cf35516	non
81723b251a592b9a16f1f0c4ab4b5efe	non
781d5fe3773d55ebfb5e7169ff58a38e	non
7521ffc7920d82b11a388e2870b0e8f1	non
849e957365adb31429fd5ba68e680c71	non
2cee73b58f348bbcb3defdf9e94bcf39	non
73e0cbcdce07c67e10bf6428f498b1b6	non
20e1e4ba09ff327d9d6df67ab0c3da5f	non
7406c77903f6509eeab5467c42d74097	non
c533d748eb38ee061addb56454408639	non
f2868e88ba4f18e6728a62855e8e6c69	non
d9557602df82bf61b53172afd6c8f119	non
280415f3771ad6290640d6fddc47c338	non
e5bf596c342d8824cbb47843121d17b9	non
47ef9ef54deaf1d262a05f09a8821ccd	non
72ecbe04f564c478b1441a18cce27243	non
7b9aec3109c43a67dd7a4b7d95261431	non
b2d8aded2b21f02714c35f1504b5ec92	non
f3521321f86681b21f0ee53e9cddfefb	non
62657d5cca6d62d147374a5f64865d00	non
2214765dfc00c961a2127fe56ea27073	non
3f70647ad981d2d194713fa4e8d33bb8	non
7065d3f0358d13659301f07a599a1e55	non
d26bdae8f0b5af7c2586967744dc1aca	non
26a53717165523bd5527d931d8130eac	non
e65ef4d2695a3bc5b96155833a278bfc	non
7caa528c92f5e1bc34dfa572ef39d346	non
749cd2474f437684741f5005439a7f1d	non
0be4013e86e6cb9a7a391db5cb89c3f0	non
6e372f50322ad7a7f9de876367157f2e	non
95f944f5848067bc8a72aeeb5cec95b1	non
4d32f5872c6c2e8e4d5a09583f68de33	non
bff5a66ff528ee8c104eef2509efc3f2	non
6e62a6c1803da409eb05fe3432c048fa	non
c27eade8cbf48fc2e6902a540683bb3a	non
ad23b1fbbe84f1cc8364190bcc4b6612	non
cf17e37a6741a867c21434d5a6af5714	non
06783d82cf4c43de27726584a8b1c988	non
47e0a3297e0da56129f06c3e444623c0	non
47bbc3a2e8a24ead09389166cf71168b	non
fadb9c00033c4039220db7955027c39e	non
1a6dce7746a98b84f26ea14199766484	non
f868020265fd926888b29de9512e1240	non
1099d9ef5e07039e83787c93b9cd078b	non
c073d72cd01d6e17b0f2f6f02109f1f9	non
83dd2ef889e523a592449d7738fdfa5b	non
b05ebe087e326a154856ad6893cae001	non
cc4227b0819fabf7d32b569199d9ed4f	non
02ce8f4b360fa6e996945b6d370cb943	non
0760511ab30d276b1cd7772de56a9cd0	non
3d36754bb8708b89b7be0b1c2c1e52ce	non
54b3f979ae96477224f62970978e8b98	non
4f559ae6a5fc677dddfb8a837a742f81	non
5fb55227484f5537dad7b139cfe32535	non
5b248b6ca60af787cf85396f2ddf49a6	non
cbed080a834de028e1ac8abb581cc9f4	non
a1c29ee35268cc1064a5b76763fe7e71	non
02613aa77f2587fb074c40dedadef89d	non
495cc4668ad7a4ffa779a04c8334652e	non
1bffcb2fceea2fa2632e6534fffa8579	non
e7ea59bbde1af2055e9d3b0643cac9e9	non
f8f4a90c90b2830d0ac6a7323dffb27e	non
41a35f914669c8c4651132a01e247f0d	non
4750745fedf1a8e13d977dce5fc69380	non
6725841e7cadb10fb207cb0eedd2cc96	non
7d620b7483fe9bca7a7117d29328a4eb	non
62161064b9c5f72b6034ed3d8d3f83dd	non
a3800403148ae0d1f00afa49559ebd1b	non
616eaa37329b9efbe7870d9d61d53570	non
f383015329497a1b73591dcbce6d04d0	non
d78818f142ca13284a0839641174bf4a	non
9dc2950c429993246b78b2ab1bbd0cac	non
767ac7aaeeffb07212f9bc98d68122af	non
51dd9b5303c5ba8c88253c5dac485e1b	non
dd7e26c4d671b0e0b41c0e3df942438d	non
883783f1aaa213041ad19823f49dc364	non
122283d5da339f0d09320dab2a428393	non
275bd8408380f4248e01842770c3f0aa	non
4d719d5fdf86ff326618680eb7e0f26f	non
77de53c9673dde7008d5c24990091709	non
3c41226ccd872f4d4004ff9d23ae12e0	non
ded0f65680bc100dc0b9aafa1913b9c0	non
b56660cf517d83373958872a42c443ea	non
3d67e309a2ca998835a345749f319b7a	non
5ddc421b4f327144547512a9f9691b28	non
a8e972259bbe4c8456c2fb984109c9b5	non
b70f01ed30d57ab4030a22e559c4e91d	non
3c85e7bf93c285821a537b801e3d01e8	non
1c5e9da9de97d9a4d0af72da099ff6c5	non
1034283d256a154af346865d10559e16	non
fbd45fa7883f2661836d4adc2ec4fb24	non
ffa0a1fd6241070c3fbcca4de0ade7ac	non
e93944ee88a0c586f921ddad70ae4798	non
9343a1e46d3308a20a3ba9df8b705d9a	non
0763c6e5705654a665e906b088633479	non
e9b4d2be70ecd5c5279c285a0ef2e078	non
63fe48b4287c40bbbd2a916ce77e8259	non
ad223fd397003fa9f6d1ba14c68b8c6b	non
4a3ea7ea0b815970f150a0a9c61ddc69	non
7dd6263f015e71a9ac7e212563caa820	non
8b91b50f37387149d3790c11a3750ba9	non
84e3cc25d6613c2b927b2c080064754a	non
b3cb4a58cfc4152cb1cb1263d286ea12	non
fae673ec53fbc836d2577f7b3bd44713	non
5809331d32ab70c0d3bdaf445830300d	non
a912f61ccda521f10131e9ec0d56cb8f	non
a0162a90d4320571e7a4583a7f3915a6	non
1c3e7f877e0c649b529232854c5113ce	non
83e34a4e6917ff80da6f342caed84233	non
f972c8e2f97e52b6ed81196d59522594	non
1425b3af6d80af823e433846604654a3	non
c24ec6eac55ab0f6a40e848dafe45d13	non
4fd73c53b2c806d587ddde8bb13cd0db	non
522fe42ced4f81fd7c7037f9ef6b4fb6	non
19671ca3d373b5640e4116dd2887caa2	non
8b7985f09aea9e4d7ebfba3d43fa63a6	non
53269900b350d4fd968a8c083a141780	non
462fab72a1cab434c21347ae58937d2b	non
398aed29aed37b8272d88e667a77f0e7	non
639e921e11c09363a1562230325399d4	non
98087fe5d64ca26ac4a970a0dbb98547	non
6d834c5fdb0ec855909c818594b5308f	non
7baa3f4d643d611e716209e3f3af8e15	non
677cc89b67c82dc20f130a4d11f83108	non
48bbe2cd2755c93ef8cf50eff9f473f6	non
fd23a13acfc50c5d5674a296d8aa73f5	non
75f28e2f8d045b291ba97ce4d5a8a9fc	non
7068397513c307b93a0ec6e8ff62458f	non
6b375625f91af4da75453b0b421bd0df	non
76adc33aab0a709459b8877fff5f5607	non
91245f6b83d60d7326480a437a3f7dae	non
4f76474ee8f22ddc79eb030ca5abf478	non
2fa26a6bf91602833332eed144165d2e	non
4f561098a3d47bdea142a91ca1272fd0	non
7bcc73f8aa99ac01e754365e3daf79bf	non
26ea988c7180f6ed0897ddc71ab61ffd	non
1acbcce3513812e190e04c5e0fd3ec3b	non
233725290c459649a51a8dee4c291a7e	non
2495bc298d73527c90ec5a569f4cde32	non
889a885c5676eaf5424385bbf2e8e9f5	non
3567680da57c28e83a4c648f61d3b9c9	non
fd9b42934a0a2a5e6a8c3355a3a9e095	non
6647598f196640c934b7b193563d060c	non
ae176b13b072911391ff34f28dfbebf0	non
0c2f1684f414edd96c3455d85e33664d	non
8e06dabc95b906b015fb3e43ac399346	non
2aedbc1424ca5958ce6cdcb1ccb5d68b	non
eacf7becdea64532e0d2191c1a3750f2	non
ae5670cc0364b7729e871c26ed34d9d8	non
c8d3c4f2fcee28ff6ecef3f47de74973	non
5d9a05d8cfd9d79742fdc22bf7f0a442	non
d2989157765a23200151609b71c1a1ec	non
7daf9a6bb7f75ddd2e4c28e78395531b	non
a9d812c99271a3d135aef32e76ded1fd	non
8a7c592a75abd61714cd367710c2b529	non
5b52b7fd91f17aa206af022db8237c16	non
00487bb8199717261f78a6613b2e1d9c	non
b2ef4d3297684775e53a73da170bdf69	non
e2f37c7413769d9368f459f3b214a0bf	non
fc2d8982014a4679862fe44a978bb713	non
d0d0082899254e6010041baf9c66c81d	non
50b5a6253ad9a7c5a84d9de48feea7ba	non
5e4c5ba260df49e6bdbb2a95ed271756	non
e8912b5db25caf89cd6cdcdde485d022	non
7e1af272fa9487592aba34593747bf32	non
c6faa6940882331adaa5d77a03b2aa33	non
c31ef910670e26ba778f32f9a262c817	non
2841fcc460a63f5ba0ea1dd1d8027e0a	non
fabe0ab7bd7256355efc064a28d3bc88	non
48dd9c49e7ce4e2b41a6346f11651617	non
603e8defe09644cb7cb959aa8fbf4924	non
9bf728abce4249cb303580b612e17f2b	non
bf3dcfb6f165d623c1b093fb9d17a264	non
f19ab66ea169f20219776ec960a9b222	non
5280cf405c2ea8b76e5f458cae28b9d4	non
085dd59184b7d6f9da31a2ca4426ffff	non
ca0264445147d2073392b87e7b1ccc5e	non
a22b5ae1721e5258341631669a566c6c	non
8d095d35b22f636c7a3c949079889a17	non
03918215965e50ad82df8036440d60de	non
996407c6de621382896529e1b36bb1cb	non
f661fdf18f68d00146821e1a1e2bb11e	non
9607663937298f8f5d012cf6edf0fc68	non
d848ea010f1e6a3027dcb1d8d6054822	non
0202242cf2a45de06359a97a4ab3da14	non
139ac333c0dacf7b89bcc44c216cfc59	non
13b053235dd6abae3dd9f95ea3a57bf1	non
e3a9032bc28b3b0d78ec985e57544f69	non
fff80b40adc460640799609b5df48a9b	non
29ac1921ce1737827020e556033c2b53	non
5b6b6bfd29e00c61fe334bbfca3a9cac	non
97d9cf5dbc7302d26c06985b3622650f	non
2f345f2be09833cafbcb986243cbd1f1	non
39b8a02e1f8b15b40addf87d8cdb7bcd	non
e73e6ab0cf727ed3abaea4653e0c93b4	non
c5490e02b543b27f87d8624942a0ef1a	non
e5afa81d8f2217aded4a202bd6590edb	non
e8ef79e4142489c8ead050771f2b7544	non
8eaa785b9c6da2b4d5316d648540f564	non
b030ae3e35eb98021bfd668cba8c6781	non
a578b59fdfe3646b33980fad536230e4	non
b56d7e52e9b4ba9bccf971ea47f0d3f3	non
e485953c94eaacc19c759feeedf8aff7	non
7aa291e2778f8e92263456d917624fa4	non
544ffbdf72d9f54f163e2913f7121daf	non
0db72fcf2422e48c0d42e2ed1cac239b	non
227828ed60ea6639f2aec79b9bb76d0a	non
3637cc346c83b913eae50aba20654591	non
585be65edce728c1cfc51aedbf7b0ed7	non
92acd3250b70062cc28a7f9b7d2f159b	non
a3485b99035f671d1ca6d25ad1c84ecd	non
03ae3305aa6810a774c963a948fa5f77	non
226e675dd4faef3e822a773deea635ed	non
ae0373a4236afff4719b7b2f541be6d9	non
2234e283388df0a95bf3a028d5b9c7bb	non
ee12206e2886d6607878564ee98d8b97	non
06318e38ba8c1a57b49c37e90eb88e68	non
3d6fd4232d01d3e3e5ce194775705693	non
c515e7df17f2b9e9733bb5f4c1aafd64	non
def2504922430b23d1d885318a7bc69d	non
9e392d87864997ce7fa6e6d49a3fb379	non
eff57ba0f518697f74cbe615ab572166	non
7683d8ac6aa57dcece9883a3f3083551	non
37c4047d25302151e0e73165b44f68ff	non
82a905d7e9d6e00d57a8f317daec8b6e	non
04a31004e7549aed5a6ee8e093da9979	non
2ec45476c1d39cc142c67139854b240f	non
ed64ab514a6c3c0275640fe488b5556f	non
ba5bf98b5a81ebfe5627fc4d320949cf	non
a9b1adf8698db8d2caebc3c32cd4e8d3	non
a12cfbc11ef78f3dcda7b1eb73757aca	non
f6db1551d6de4046ec6f0a0b1e81ff7c	non
a15a4b07b1faa9675640ff4a86fa7f5c	non
f3de98544ac200e3250a8d9d02e565ce	non
8562a8cdad7b2b826fc858e0218633e9	non
78f3ef2615460bf7a61d0b0bad194abd	non
786a566d08effa4fe99ae465080b6832	non
3e8ba3eba5b6d97f8c31cf7cba6ae2cb	non
6b0f1162082290db1cd7df7477cf44cc	non
2baf6e6544bb9736a39a58ffa44298e4	non
d91cd4db8c9e41fcbed646316f0e4aee	non
d461170cfd18c3bd1f3673cd57ac608d	non
7770f89a59ddc42fd9dfb34f7e849617	non
4052dba15727f6d8ea691519124571e2	non
5ffc6760aa45603f6b30d91343ebf7d4	non
ca13b1dc460471ec23680a3093287a13	non
24d7da47e0f80b76ce5de9dfb8b2efce	non
315a96b35c839e1081d18141746abd31	non
98b3d1794735b6186e1ddfbebbc3fee7	non
8f348ea2df16588bc8992675368dfec4	non
4d9156e3f12ae146433d80dda6c6d965	non
8eb0e718696e85b2abb07207ab7b667b	non
12afc7f1e36afd3982c6f75895544590	non
a458089f6b5edd1258929cd40a0357e4	non
8afe495a725a61b3f9de03fd55e9cbd0	non
344cb4479efe63f5dac6f1cc592a8551	non
ba941c680b412c008d63c5426d2a51b9	non
00df19ee256a20ca3aaf154cafc6caba	non
30b16ec15204df7e03cc9eac30daff18	non
1d7dfff5167d7d353cfdd09500ddfb57	non
